	InChI_keys	SMILES_strings	Molecular_formulas	AlkEthOH_ID
832	OXWAFOICFINNQG-BYPYZUCNSA-N	CC(C)([C@@H](O)OCO)O	C5H12O4	AlkEthOH_c139
833	DHLGJGZQQMSEOI-HTQZYQBOSA-N	C[C@@H]1CCOC[C@](C1)(C)O	C8H16O2	AlkEthOH_r1005
834	LSMVKUIETDGVQQ-MRVPVSSYSA-N	CC(C)O[C@@](C)(O)OC(C)(C)O	C8H18O4	AlkEthOH_c534
835	UEJBNOXCURSFKK-RXMQYKEDSA-N	C[C@H](COC)OCO	C5H12O3	AlkEthOH_c790
836	WKERGFNFZVLVTR-SSDOTTSWSA-N	CC(C)O[C@@H](O)OC(C)(C)C	C8H18O3	AlkEthOH_c573
837	BXXYVUWGXSUWIM-SECBINFHSA-N	C[C@]1(OCCCOCC(O1)(C)C)O	C9H18O4	AlkEthOH_r638
838	ZXCHIXJVHNBPFK-KNVOCYPGSA-N	C[C@@]1(CCC[C@@](O1)(C)O)O	C7H14O3	AlkEthOH_r317
839	DVROQYMZVUQOOO-BQBZGAKWSA-N	CCO[C@@H](C)C[C@H](C)O	C7H16O2	AlkEthOH_c1232
840	OMKCQSUSTGEOQX-CRCLSJGQSA-N	C[C@H]1OCC[C@@H](O1)O	C5H10O3	AlkEthOH_r1117
841	LBURXVASBYIEQR-ZCFIWIBFSA-N	CC1([C@@H](COCCO1)O)C	C7H14O3	AlkEthOH_r206
842	PMPVIKIVABFJJI-UHFFFAOYSA-N	C1CCC1	C4H8	AlkEthOH_r51
843	BPZMHZRCCPCQGV-IUCAKERBSA-N	C[C@H]1C[C@@H](OCCCOC1)C	C9H18O2	AlkEthOH_r822
844	POXMBVWKTLPRMH-VIFPVBQESA-N	C[C@@]1(CC(OCCOC1)(C)C)O	C9H18O3	AlkEthOH_r253
845	YZHFMWOGYMRLCW-LURJTMIESA-N	CC1(COCC[C@H](O1)O)C	C7H14O3	AlkEthOH_r610
846	PBUGVMSAVYFNAU-QMMMGPOBSA-N	C[C@@H](O)OC(C)(C)CC(C)(C)C	C10H22O2	AlkEthOH_c829
847	QTOMCRXZFDHJOL-UHFFFAOYSA-N	CCCC(C)(C)CO	C7H16O	AlkEthOH_c1037
848	CTTZLDOFGSEDKT-YUMQZZPRSA-N	C[C@]1(CCCCC[C@H](O1)O)O	C8H16O3	AlkEthOH_r353
849	RKOFMKFAWKSLAI-YUMQZZPRSA-N	C[C@]1(CCCCO[C@](O1)(C)O)O	C8H16O4	AlkEthOH_r422
850	UTDFZWMAFKRLTP-BQBZGAKWSA-N	C[C@]1(COCCO[C@](O1)(C)O)O	C7H14O5	AlkEthOH_r655
851	YYCTZFJLOFJXOR-JGVFFNPUSA-N	C[C@@]1(CCCOC[C@@]1(C)O)O	C8H16O3	AlkEthOH_r490
852	GTCOOGAMGLHVAE-RKDXNWHRSA-N	C[C@@H]1CCCCOC[C@@H](C1)O	C9H18O2	AlkEthOH_r941
853	PFURGBBHAOXLIO-WDSKDSINSA-N	C1CC[C@@H]([C@H](C1)O)O	C6H12O2	AlkEthOH_r35
854	AJKDGOFJJRLPMU-RXMQYKEDSA-N	C[C@@](CCO)(O)OC	C5H12O3	AlkEthOH_c727
855	OKKJLVBELUTLKV-UHFFFAOYSA-N	CO	CH4O	AlkEthOH_c1284
856	RVGLUKRYMXEQAH-UHFFFAOYSA-N	CC1(COC1)C	C5H10O	AlkEthOH_r605
857	KNPSKYKHALMCKB-ZETCQYMHSA-N	C[C@]1(CCCOCCO1)O	C7H14O3	AlkEthOH_r500
858	QAHXHJJVMHUXJF-RXMQYKEDSA-N	CC1(CC[C@@H](O1)O)C	C6H12O2	AlkEthOH_r301
859	SWOOWOSJWZRMRX-LURJTMIESA-N	C[C@](C(C)(C)O)(O)OCO	C6H14O4	AlkEthOH_c134
860	QWGRWMMWNDWRQN-UHFFFAOYSA-N	CC(CO)CO	C4H10O2	AlkEthOH_c770
861	XVGIYCXWEFKWAF-RXMQYKEDSA-N	C1COCO[C@@H](OC1)O	C5H10O4	AlkEthOH_r159
862	GBYURMCMUZNBDT-CBAPKCEASA-N	C[C@@H](O)O[C@@](C)(CC(C)(C)C)O	C9H20O3	AlkEthOH_c844
863	VPFREGWGCOQKLP-BQBZGAKWSA-N	C[C@@H](C[C@@H](O)OC(C)(C)C)O	C8H18O3	AlkEthOH_c696
864	IDOYOYPIGVYXDO-BDAKNGLRSA-N	C[C@@H]1CCCCOC[C@]1(C)O	C9H18O2	AlkEthOH_r948
865	ZISSAWUMDACLOM-UHFFFAOYSA-N	CC(C)C(C)(C)C	C7H16	AlkEthOH_c271
866	RTRZHEPXWQXCCI-SSDOTTSWSA-N	CC[C@@H](C)CC(C)(C)O	C8H18O	AlkEthOH_c970
867	YEMQNBUDURXBLK-VIFPVBQESA-N	C[C@@]1(CCCCOC1(C)C)O	C9H18O2	AlkEthOH_r187
868	GMDKFRJCABFPTC-OLQVQODUSA-N	C1COCC[C@@H]([C@@H]1O)O	C6H12O3	AlkEthOH_r144
869	PTPKUEZRYLKMOQ-ZETCQYMHSA-N	C[C@]1(C(OCCO1)(C)C)O	C7H14O3	AlkEthOH_r214
870	BSXYPOQHQCRVJE-ZETCQYMHSA-N	C1CCOCOC[C@H](C1)O	C7H14O3	AlkEthOH_r101
871	WMHAPNOCEPJMKP-MRVPVSSYSA-N	CC1(C[C@@H](CCCOC1)O)C	C9H18O2	AlkEthOH_r236
872	WKCRXXSHXACCJV-ZCFIWIBFSA-N	C[C@@H]1CCC1(C)C	C7H14	AlkEthOH_r846
873	OAXIUZFXLOZILE-UHFFFAOYSA-N	CC(C)OCCOC	C6H14O2	AlkEthOH_c592
874	GBUATRCGYVUDCW-VIFPVBQESA-N	C[C@H]1OCCCCCC(O1)(C)C	C10H20O2	AlkEthOH_r1124
875	AFAGOZQARIRDIQ-UHFFFAOYSA-N	CC(C)C(C)(C)CC(C)(C)O	C10H22O	AlkEthOH_c279
876	GPFCNIKKINJMMF-RITPCOANSA-N	C1COC[C@@H](O[C@H](OC1)O)O	C6H12O5	AlkEthOH_r139
877	GDOPTJXRTPNYNR-UHFFFAOYSA-N	CC1CCCC1	C6H12	AlkEthOH_r858
878	MWGRRMQNSQNFID-SSDOTTSWSA-N	C[C@H](COCC(C)C)O	C7H16O2	AlkEthOH_c483
879	YVHAOWGRHCPODY-RXMQYKEDSA-N	CC(C)(C)[C@@H](CO)O	C6H14O2	AlkEthOH_c151
880	LAPNDPAHGXNFDK-UHFFFAOYSA-N	CC1(OCCCCCCO1)C	C9H18O2	AlkEthOH_r696
881	BBDRWGPUFBRDGE-UHFFFAOYSA-N	CC1(CCOC(O1)(C)C)C	C8H16O2	AlkEthOH_r516
882	IFBHFJLYXAGPBL-BYPYZUCNSA-N	CC1([C@H](CO1)O)C	C5H10O2	AlkEthOH_r200
883	FITVQUMLGWRKKG-UHFFFAOYSA-N	CCCOC(C)(C)C	C7H16O	AlkEthOH_c1145
884	YPFDHNVEDLHUCE-UHFFFAOYSA-N	C(CO)CO	C3H8O2	AlkEthOH_c22
885	NWNJHRKRMZURNY-IUCAKERBSA-N	C[C@H]1CCCCO[C@H](C1)C	C9H18O	AlkEthOH_r927
886	OPWHELJYBGWCHM-NKWVEPMBSA-N	C[C@H]1OCCC[C@](O1)(C)O	C7H14O3	AlkEthOH_r1119
887	SOYASNNWJSCWTF-BDAKNGLRSA-N	C[C@@H]1OCCCCC[C@@](O1)(C)O	C9H18O3	AlkEthOH_r1125
888	TXBPJEROSCMBMH-RNFRBKRXSA-N	C[C@@]1(COCCCO[C@H](O1)O)O	C7H14O5	AlkEthOH_r641
889	RSTYCZQHHUVYEU-YFKPBYRVSA-N	C[C@@H](O)OCC(C)(C)O	C6H14O3	AlkEthOH_c883
890	LPRXDHZFQPZHJA-ZCFIWIBFSA-N	C[C@@]1(C(CO1)(C)C)O	C6H12O2	AlkEthOH_r603
891	FWIZCGKXFUTBOU-UHFFFAOYSA-N	CC1(CC(OCCCOC1)(C)C)C	C11H22O2	AlkEthOH_r271
892	HAIVWDGLCRYQMC-UHFFFAOYSA-N	CC(C)(CCCO)O	C6H14O2	AlkEthOH_c208
893	VSCUCHUDCLERMY-LURJTMIESA-N	CC[C@H](C)OCC	C6H14O	AlkEthOH_c986
894	SGTVAJRMNCWKGL-UHFFFAOYSA-N	C1CCOCOCOC1	C6H12O3	AlkEthOH_r103
895	NFJAMODULTXFIR-UHFFFAOYSA-N	CC(C)CC(C)(C)OCO	C8H18O2	AlkEthOH_c389
896	MOCIJXBJCONBOK-UHFFFAOYSA-N	CC1(CC(OCCCCO1)(C)C)C	C11H22O2	AlkEthOH_r266
897	IZEDMWBVPLUSAC-BQBZGAKWSA-N	C1CC[C@H](O[C@H](OCC1)O)O	C7H14O4	AlkEthOH_r48
898	DHRMCTOWZNERSO-WHFBIAKZSA-N	C[C@@H]([C@@H](O)OC(C)(C)O)O	C6H14O4	AlkEthOH_c121
899	MVZBTKQKEXBVHC-IUCAKERBSA-N	C[C@H]1CCCCCC[C@H](O1)O	C9H18O2	AlkEthOH_r896
900	MBGFUWBUVDTNDX-ZETCQYMHSA-N	C[C@@H](O)OC(C)(C)C(C)(C)C	C9H20O2	AlkEthOH_c825
901	STENYDAIMALDKF-ZXZARUISSA-N	C1C(CC1O)O	C4H8O2	AlkEthOH_r2
902	JFIXJTYGUWQINS-RITPCOANSA-N	C1COCO[C@@H](C[C@@H]1O)O	C6H12O4	AlkEthOH_r157
903	WDKUXUZYKCXAHC-UHFFFAOYSA-N	CC1(CCOC1)C	C6H12O	AlkEthOH_r524
904	NUZRIJZSCKTUHS-YFKPBYRVSA-N	C[C@](CCO)(O)OCO	C5H12O4	AlkEthOH_c730
905	HMPRKRGNYNHMLU-QMMMGPOBSA-N	CCO[C@@](C)(CC(C)(C)O)O	C8H18O3	AlkEthOH_c1203
906	MXBBWAFBQGWUPA-SSDOTTSWSA-N	C[C@]1(CCCCOC1)O	C7H14O2	AlkEthOH_r429
907	HQUVLOKKTRUQNI-UHFFFAOYSA-N	CCOCCC(C)C	C7H16O	AlkEthOH_c1276
908	XDOJUUCUDSUTCW-SFYZADRCSA-N	C[C@@H]1C[C@@](CCOC1)(C)O	C8H16O2	AlkEthOH_r794
909	IHGXRBJFCJZJSC-UHFFFAOYSA-N	CC(C)OCC(C)(C)O	C7H16O2	AlkEthOH_c581
910	ZOAIIZNXNGEVMW-UHFFFAOYSA-N	CCOCCC(C)(C)O	C7H16O2	AlkEthOH_c1274
911	POCNHGFJLGYFIK-UHFFFAOYSA-N	CC1CCCCCCC1	C9H18	AlkEthOH_r897
912	UTTRSQDMJSORIG-UHFFFAOYSA-N	CC1(CCOCCC(O1)(C)C)C	C10H20O2	AlkEthOH_r550
913	LJSKTIZVWSZKSC-UHFFFAOYSA-N	CCOC(C)(C)COC	C7H16O2	AlkEthOH_c1191
914	AFTPEBDOGXRMNQ-MRVPVSSYSA-N	CC[C@@H](C)CC(C)(C)C	C9H20	AlkEthOH_c969
915	VGGMROOHXNLMTP-HTQZYQBOSA-N	C[C@H](CC(C)C)[C@@H](C)O	C8H18O	AlkEthOH_c413
916	DMEXLZHMRLJWQJ-SSDOTTSWSA-N	CCC[C@H](O)OC(C)C	C7H16O2	AlkEthOH_c1114
917	VNWKTOKETHGBQD-UHFFFAOYSA-N	C	CH4	AlkEthOH_c0
918	BJTAOORUQOZOMT-HTQZYQBOSA-N	C[C@@H]1COCCCC[C@@H](O1)O	C8H16O3	AlkEthOH_r1075
919	XSHGFOFRKKMTQR-JTQLQIEISA-N	C[C@H]1CCCCCCC1(C)C	C11H22	AlkEthOH_r898
920	KHTDVPMUYWJVNK-SECBINFHSA-N	C[C@]1(CCCOC(C1)(C)C)O	C9H18O2	AlkEthOH_r232
921	XDEBEEKYERBCBM-UHFFFAOYSA-N	CCCOCOC	C5H12O2	AlkEthOH_c1161
922	ZWNQSKNISZHJPU-ZETCQYMHSA-N	C[C@H]1CCOC(C1)(C)C	C8H16O	AlkEthOH_r991
923	DHXVGJBLRPWPCS-UHFFFAOYSA-N	C1CCOCC1	C5H10O	AlkEthOH_r93
924	MBDRJLVHSPRDIC-QMMMGPOBSA-N	CC(C)[C@@](C)(C(C)(C)O)O	C8H18O2	AlkEthOH_c266
925	UWFICTLNVVLUMK-RFZPGFLSSA-N	C[C@H](O)O[C@H](C(C)(C)O)O	C6H14O4	AlkEthOH_c817
926	KGIFPAGYBGXJGY-MRVPVSSYSA-N	C[C@H](CC(C)C)C(C)(C)O	C9H20O	AlkEthOH_c410
927	DOSYFTKBVXUSJL-UHFFFAOYSA-N	CCC(C)(C)OCO	C6H14O2	AlkEthOH_c940
928	OYCABOPCPGTMKL-MRVPVSSYSA-N	CC1(CCCCC[C@H]1O)C	C9H18O	AlkEthOH_r359
929	YDFVTCKSQNCMKB-WDSKDSINSA-N	C[C@H]1CC[C@@](O1)(C)O	C6H12O2	AlkEthOH_r842
930	FLMBJQXDNDEBSH-JTQLQIEISA-N	C[C@H]1CCCCCC(C1)(C)C	C11H22	AlkEthOH_r876
931	JOEVSHWHIUYQJN-SSDOTTSWSA-N	C[C@@](CO)(C(C)(C)C)O	C7H16O2	AlkEthOH_c147
932	SRKOIXFFEHFSPT-NTSWFWBYSA-N	CCO[C@@H](C)O[C@@H](C)O	C6H14O3	AlkEthOH_c1243
933	DEJRPKQFLKKSOH-LURJTMIESA-N	C[C@]1(COCOCCO1)O	C6H12O4	AlkEthOH_r674
934	GNBPEYCZELNJMS-WHFBIAKZSA-N	C[C@@H](CO)[C@H](C)O	C5H12O2	AlkEthOH_c768
935	IXEAJUJSKYFKSG-UHFFFAOYSA-N	CC1(CCOCCCCO1)C	C9H18O2	AlkEthOH_r560
936	OZUMREOORUYCQU-NTSWFWBYSA-N	C[C@]1(OCCC[C@H](O1)O)O	C6H12O4	AlkEthOH_r689
937	LYCAIKOWRPUZTN-UHFFFAOYSA-N	C(CO)O	C2H6O2	AlkEthOH_c24
938	ZTKNCMCAUDJAPA-MRVPVSSYSA-N	C[C@@]1(CCCOCCCO1)O	C8H16O3	AlkEthOH_r498
939	AIFQNTZXGHRHOI-MRVPVSSYSA-N	C[C@H](OC(C)C)OC(C)(C)C	C9H20O2	AlkEthOH_c556
940	WUGJZKCYPHCTFO-QMMMGPOBSA-N	C[C@@H](C(C)C)OC(C)(C)C	C9H20O	AlkEthOH_c329
941	JJRBODCNTRAEDG-DTWKUNHWSA-N	C[C@H]1C[C@@](COCCCO1)(C)O	C9H18O3	AlkEthOH_r803
942	HVGIFPSRCMIZEL-BYPYZUCNSA-N	CO[C@@H](CCO)O	C4H10O3	AlkEthOH_c1286
943	CQORYVKHJKAITO-UHFFFAOYSA-N	CC(C)C(C)(C)OC	C7H16O	AlkEthOH_c287
944	DOMSQCMCDIQFOU-QMMMGPOBSA-N	CC1(C[C@H](CCCCO1)O)C	C9H18O2	AlkEthOH_r227
945	GLTZSQBWDOJPIM-JGVFFNPUSA-N	C[C@]1(CCCCO[C@@H](C1)O)O	C8H16O3	AlkEthOH_r419
946	YBDQLHBVNXARAU-ZCFIWIBFSA-N	C[C@@H]1CCCCO1	C6H12O	AlkEthOH_r924
947	QSWFWNKVOHGOFQ-SNVBAGLBSA-N	C[C@]1(CCCCCC1(C)C)O	C10H20O	AlkEthOH_r355
948	FSAGPRXMYKEFOS-HTQZYQBOSA-N	C[C@H](CC(C)(C)C)[C@@H](C)O	C9H20O	AlkEthOH_c610
949	XFJIVDZPLYEEDU-RITPCOANSA-N	C[C@H](C[C@@](C)(O)OCO)O	C6H14O4	AlkEthOH_c657
950	YJPIEXBQVCVTEA-NKWVEPMBSA-N	C1CC[C@@H]([C@@H](OCC1)O)O	C7H14O3	AlkEthOH_r37
951	IQBKLLMXTSRNJB-CRCLSJGQSA-N	C[C@@H](O)O[C@H](C)OC	C5H12O3	AlkEthOH_c860
952	AUYHLPIZQZHLJC-SSDOTTSWSA-N	C[C@H](COCC(C)(C)C)O	C8H18O2	AlkEthOH_c791
953	ZLSGKEBGBYCCTO-RNFRBKRXSA-N	C[C@H](C[C@](C)(COC)O)O	C7H16O3	AlkEthOH_c642
954	PWROGXGTHWWGGX-SSDOTTSWSA-N	CC1([C@@H](COCCCO1)O)C	C8H16O3	AlkEthOH_r203
955	LHDWJXGRXJTVAB-JGVFFNPUSA-N	C[C@@H](C[C@@H](C)O)C(C)(C)C	C9H20O	AlkEthOH_c658
956	OVLAHROGLAGINP-IUCAKERBSA-N	C[C@H]1CCCCCO[C@](O1)(C)O	C9H18O3	AlkEthOH_r913
957	UNQXYMRLGPNPEJ-MRVPVSSYSA-N	C[C@@H]1COCCCC(O1)(C)C	C9H18O2	AlkEthOH_r1067
958	UTVOVDXBOIGHTP-LURJTMIESA-N	CCO[C@@H](C)CCO	C6H14O2	AlkEthOH_c1234
959	QJNKKMZROQROSJ-RKDXNWHRSA-N	C[C@@H]1C[C@](CCCOC1)(C)O	C9H18O2	AlkEthOH_r788
960	CYDHKZDTAWQMMP-SFYZADRCSA-N	C[C@]1(C[C@@H](OCCCCO1)O)O	C8H16O4	AlkEthOH_r270
961	JXCVMTXCXJTXMZ-QMMMGPOBSA-N	C[C@H]1CC(CCOCO1)(C)C	C9H18O2	AlkEthOH_r796
962	FLTJDUOFAQWHDF-UHFFFAOYSA-N	CCCCC(C)(C)C	C8H18	AlkEthOH_c1120
963	DEDUBNVYPMOFDR-RXMQYKEDSA-N	CCO[C@H](C)CO	C5H12O2	AlkEthOH_c1235
964	PLWVFGGPODVTRE-RNFRBKRXSA-N	C[C@@]1(COCCC[C@@H](O1)O)O	C7H14O4	AlkEthOH_r617
965	JTMYZKGEWLJDFV-YUMQZZPRSA-N	C[C@H]1C[C@@H](OCCOC1)C	C8H16O2	AlkEthOH_r830
966	NVABHAIRCBNMPW-MRVPVSSYSA-N	CC1(CCOCC[C@H](C1)O)C	C9H18O2	AlkEthOH_r548
967	VXLSPNSOTHEATG-VIFPVBQESA-N	C[C@@]1(CCCC(C1)(C)C)O	C9H18O	AlkEthOH_r311
968	KVQYJDCBZBUJSM-RQJHMYQMSA-N	C[C@H](C(C)(C)C)O[C@@H](C)O	C8H18O2	AlkEthOH_c55
969	XLMFDCKSFJWJTP-RFZPGFLSSA-N	CC[C@H]([C@@H](C)O)O	C5H12O2	AlkEthOH_c906
970	IHYBZJJHCMSCOF-YFKPBYRVSA-N	CCCO[C@@H](C)O	C5H12O2	AlkEthOH_c1149
971	AJNHRMRBSLZJSY-YUMQZZPRSA-N	C[C@@]1(CCCOC[C@H](C1)O)O	C8H16O3	AlkEthOH_r482
972	BSKJKIKEUILIPD-ZCFIWIBFSA-N	C[C@H](COCC(C)(C)O)O	C7H16O3	AlkEthOH_c792
973	GKWURVYKNZEPLE-RITPCOANSA-N	C[C@@]1(COCC[C@H]1O)O	C6H12O3	AlkEthOH_r614
974	BSYJHYLAMMJNRC-UHFFFAOYSA-N	CC(C)(C)CC(C)(C)O	C8H18O	AlkEthOH_c157
975	QLXSWIFREIGVAB-ZETCQYMHSA-N	C[C@@H](CC(C)(C)CCO)O	C8H18O2	AlkEthOH_c620
976	DKAPFPUUXKLAJO-RQJHMYQMSA-N	C[C@H]([C@](C)(C(C)C)O)O	C7H16O2	AlkEthOH_c269
977	WMULRIFHDDLVKE-SECBINFHSA-N	C[C@H](CC(C)C)OC(C)(C)C	C10H22O	AlkEthOH_c426
978	WJZFJZZGUNUBQO-ZETCQYMHSA-N	CC1(OCCCCO[C@@H](O1)O)C	C8H16O4	AlkEthOH_r707
979	UWUUGLGEJDOCGP-RITPCOANSA-N	CC[C@@](C)(O)O[C@H](C)O	C6H14O3	AlkEthOH_c957
980	NNGCOTVEUMYTFA-SECBINFHSA-N	C[C@@]1(CC(COCCO1)(C)C)O	C9H18O3	AlkEthOH_r282
981	PTYVCWPRLWSBRT-QMMMGPOBSA-N	C[C@H]1CCOCC(C1)(C)C	C9H18O	AlkEthOH_r1004
982	UHHKSVZZTYJVEG-UHFFFAOYSA-N	C1CCCOCC1	C6H12O	AlkEthOH_r68
983	SQLSBTNINKQQPG-ZCFIWIBFSA-N	CC(C)[C@@](C)(CO)O	C6H14O2	AlkEthOH_c301
984	LGZLRYAPPFHOJV-BQBZGAKWSA-N	C[C@@]1(CCOCC[C@@H]1O)O	C7H14O3	AlkEthOH_r559
985	OHBZZRWBZXZWSK-UHFFFAOYSA-N	CC1(CCCOC(O1)(C)C)C	C9H18O2	AlkEthOH_r466
986	QXPLZEKPCGUWEM-MRVPVSSYSA-N	CCC[C@H](CC(C)C)O	C8H18O	AlkEthOH_c1101
987	RDPTVDNOGCEGHL-UHFFFAOYSA-N	CC(C)(C)OC(C)(C)CO	C8H18O2	AlkEthOH_c179
988	RGCZULIFYUPTAR-ZETCQYMHSA-N	CC[C@@H](CC(C)C)O	C7H16O	AlkEthOH_c991
989	MZIRNOUEJUJTNX-SECBINFHSA-N	C[C@]1(OCCCCC(O1)(C)C)O	C9H18O3	AlkEthOH_r421
990	AUAGGMPIKOZAJZ-UHFFFAOYSA-N	C1COCOCCO1	C5H10O3	AlkEthOH_r165
991	DZZBORHCKZZNPM-BDAKNGLRSA-N	C[C@]1(CCCOC[C@@](C1)(C)O)O	C9H18O3	AlkEthOH_r480
992	CYXLDYKSSVVDIH-ZCFIWIBFSA-N	C[C@]1(OCCCOCO1)O	C6H12O4	AlkEthOH_r717
993	NHTMVDHEPJAVLT-UHFFFAOYSA-N	CC(C)CC(C)(C)C	C8H18	AlkEthOH_c365
994	XSAGPCHQIRBTEL-MRVPVSSYSA-N	CC[C@](C)(O)OC(C)(C)C	C8H18O2	AlkEthOH_c953
995	DHDPUVPGALXWOL-UHFFFAOYSA-N	CC1(COC1)O	C4H8O2	AlkEthOH_r606
996	QRSBOQIWJCSJCA-HTQZYQBOSA-N	C[C@@H]1CCOC[C@@H](C1)C	C8H16O	AlkEthOH_r1006
997	VUZHXHGZVRACMM-VIFPVBQESA-N	C[C@@H](CC(C)C)CC(C)(C)O	C10H22O	AlkEthOH_c416
998	ZHPKAPJNEIKPGV-WDSKDSINSA-N	C[C@H]1C[C@H](CCO1)O	C6H12O2	AlkEthOH_r792
999	QUZISPCHRQZPRW-UHFFFAOYSA-N	CC1(CCOCCC1(C)C)C	C10H20O	AlkEthOH_r555
1000	RYHBNJHYFVUHQT-UHFFFAOYSA-N	C1COCCO1	C4H8O2	AlkEthOH_r150
1001	BDLXTDLGTWNUFM-UHFFFAOYSA-N	CC(C)(C)OCCO	C6H14O2	AlkEthOH_c190
1002	BCIZOJCSLUGDDO-PHDIDXHHSA-N	C[C@@H]1OCCOC[C@@H](O1)O	C6H12O4	AlkEthOH_r1149
1003	HPXRVTGHNJAIIH-UHFFFAOYSA-N	C1CCC(CC1)O	C6H12O	AlkEthOH_r42
1004	RRLWYLINGKISHN-UHFFFAOYSA-N	CCOCO	C3H8O2	AlkEthOH_c1282
1005	WAWWUUGTDJFFEW-HTQZYQBOSA-N	C[C@@H]1[C@@H](CCCCCO1)O	C8H16O2	AlkEthOH_r741
1006	OWBTYPJTUOEWEK-QWWZWVQMSA-N	C[C@H]([C@@H](C)O)O	C4H10O2	AlkEthOH_c98
1007	RYQYTYXVZCAYPW-OCAPTIKFSA-N	C[C@]1(CCC[C@](C1)(C)O)O	C8H16O2	AlkEthOH_r312
1008	IZGFIAOHMDPUGU-AOOOYVTPSA-N	C[C@]1(CCCCCC[C@]1(C)O)O	C10H20O2	AlkEthOH_r373
1009	ICRKLQDGASQJFT-RXMQYKEDSA-N	C[C@@H]1COC1(C)C	C6H12O	AlkEthOH_r1057
1010	XJAPDSNNZZFZAC-SCSAIBSYSA-N	C(CO)[C@H](O)OCO	C4H10O4	AlkEthOH_c21
1011	HFSNGJZEOIUXFN-BQBZGAKWSA-N	C[C@@]1(CCCO[C@]1(C)O)O	C7H14O3	AlkEthOH_r473
1012	GXUNCALKTPYPGW-SFYZADRCSA-N	C[C@H](CC(C)C)O[C@@H](C)O	C8H18O2	AlkEthOH_c430
1013	GNFVTMMMFBVJPE-UHFFFAOYSA-N	CC1COCCCCOC1	C8H16O2	AlkEthOH_r1081
1014	JXPOLSKBTUYKJB-MRVPVSSYSA-N	CCC[C@@H](C)C(C)C	C8H18	AlkEthOH_c1074
1015	OPDWLEDHLKYURY-UHFFFAOYSA-N	CC1(CC(C1)O)C	C6H12O	AlkEthOH_r221
1016	ZTSUUUDFLUMEGG-QMMMGPOBSA-N	C[C@]1(CC(OCCO1)(C)C)O	C8H16O3	AlkEthOH_r277
1017	SCCFIIJWZWAXFL-UHFFFAOYSA-N	CC(C)OC(C)(C)CO	C7H16O2	AlkEthOH_c512
1018	ALQSHHUCVQOPAS-UHFFFAOYSA-N	C(CCO)CCO	C5H12O2	AlkEthOH_c13
1019	ZMACVVOCLLLSEL-IUCAKERBSA-N	C[C@]1(CCCCCC[C@H](O1)O)O	C9H18O3	AlkEthOH_r370
1020	ZFWZVQUUPSHXFU-UHFFFAOYSA-N	CCOC(C)(C)OC(C)(C)C	C9H20O2	AlkEthOH_c1194
1021	QFHAQSIOWLYFSF-IMJSIDKUSA-N	C[C@@H](O)O[C@@H](C)O	C4H10O3	AlkEthOH_c859
1022	LAYWCPMDXIYBOV-RQJHMYQMSA-N	C[C@@H]1CCOCO[C@@H](O1)C	C7H14O3	AlkEthOH_r1041
1023	XPCIHGMMQLYJLL-UHFFFAOYSA-N	CC(C)(C)C(C)(C)CCO	C9H20O	AlkEthOH_c142
1024	BLFQSYMAMNLSMI-UHFFFAOYSA-N	C1CCCOC(OCC1)O	C7H14O3	AlkEthOH_r66
1025	ISZBRMWDEWMBPZ-SSDOTTSWSA-N	CC[C@](C)(O)OC(C)(C)O	C7H16O3	AlkEthOH_c954
1026	IWWVOLGZHKFWKK-LURJTMIESA-N	C[C@@H](CO)C(C)(C)C	C7H16O	AlkEthOH_c765
1027	AHHWIHXENZJRFG-UHFFFAOYSA-N	C1COC1	C3H6O	AlkEthOH_r131
1028	QVNWORZMPFNCMO-SSDOTTSWSA-N	CC(C)C[C@](C)(O)OCO	C7H16O3	AlkEthOH_c407
1029	YIAMHWISXQZIJU-HTQZYQBOSA-N	C[C@@]1([C@@H](CCCCCO1)O)O	C8H16O3	AlkEthOH_r186
1030	MYCXIDKAJBXPCZ-RXMQYKEDSA-N	CCO[C@H](C)OC	C5H12O2	AlkEthOH_c1238
1031	DQBDGNSFXSCBJX-ZETCQYMHSA-N	CC1(CCC[C@@H](C1)O)C	C8H16O	AlkEthOH_r313
1032	ZOCHHNOQQHDWHG-LURJTMIESA-N	CCC[C@H](CC)O	C6H14O	AlkEthOH_c1104
1033	KZGGIAVXXAKGNR-SFYZADRCSA-N	C[C@@H]1C[C@@H](COCCCO1)O	C8H16O3	AlkEthOH_r804
1034	NUMQCACRALPSHD-UHFFFAOYSA-N	CCOC(C)(C)C	C6H14O	AlkEthOH_c1176
1035	NQSJOVHWPFTQCN-KNVOCYPGSA-N	C1CCO[C@@H](C[C@@H](OC1)O)O	C7H14O4	AlkEthOH_r78
1036	CJEUDLOYGZQCFN-BQBZGAKWSA-N	C[C@@H](O)O[C@H](C)OC(C)(C)C	C8H18O3	AlkEthOH_c861
1037	GVXMNGAAGINIEQ-NTSWFWBYSA-N	C1CO[C@H](C[C@@H](CO1)O)O	C6H12O4	AlkEthOH_r119
1038	XLWFKCUPKOUMRB-UHFFFAOYSA-N	CC1(CCCCCOC(O1)(C)C)C	C11H22O2	AlkEthOH_r395
1039	MEOOUZPDDVVCHT-UHFFFAOYSA-N	CC(C)(COC)OCO	C6H14O3	AlkEthOH_c237
1040	FZIIBDOXPQOKBP-BYPYZUCNSA-N	C[C@H]1CCO1	C4H8O	AlkEthOH_r990
